"word","weight","pronunciation","verb","verbt","verbi","noun","adj","adv","prep","conj","sentence","looklike","homoionym","antonym"
"twist","8555","/twɪst/","缠绕；捻；扭曲，弯曲","","","弯曲","","","","","","","",""
"rent","6768","/rent/","租借；出租","","","租金","","","","","","","",""
"crescent","64","/ˈkresnt/","","","","新月，月牙；新月形（物）","新月形的","","","","","","",""
"calm","4266","/kɑːm/","（使）平静，（使）镇静","","","","镇静的；平静的","","","","","","",""
"counsel","2430","/ˈkaunsl/","商议，劝告","","","律师，法律顾问；建议，忠告","","","","","","","",""
"bargain","2071","/ˈbɑːgɪn/","","","讨价还价","协议；交易；便宜货","","","","","","","",""
"conservative","13130","/kənˈsɜːvətɪv/","","","","保守的人","保守的；传统的；守旧的","","","","","","",""
"spin","4983","/spɪn/","（使）旋转","","","旋转","","","","","","","",""
"mime","379","/maɪm/","模拟，模仿","","","哑剧表演；哑剧演员","","","","","","","",""
"spectacular","32","/spekˈtækjulə(r)/","","","","壮观的场面；精彩的表演","壮观的；令人惊叹的","","","","","","",""
"variant","2113","/ˈveərɪənt/","","","","变量；变体","不同的","","","","","","",""
"stroke","5489","/strəuk/","","抚摸","","击，打；（病）突然发作，中风；（体育中的）击球；笔触，一笔；（游泳或划船的）划，划法；一击；报时的钟声；抚摸","","","","","","","",""
"slash","743","/slæʃ/","砍；大幅度消减","","","砍痕，伤痕；斜线号","","","","","","","",""
"skew","160","/skjuː/","","使偏；曲解","","","歪斜的","","","","","","",""
"portion","45","/ˈpɔːʃn/","","划分，分配","","部分；一份","","","","","","","",""
"span","3498","/spæn/","横跨；持续","","","跨距；一段时间","","","","","","","",""
"circle","5821","/ˈsɜːkl/","圈出；盘旋，环绕……移动","","","圆；圈，环状物；圈子，阶层；周期，循环","","","","","","","",""
"meantime","51","/ˈmiːntaɪm/","","","","其时","","同时，当时","","","","","",""
"approach","29648","/əˈprəutʃ/","靠近，接近；来临","","","靠近，接近；方法，途径","","","","","","","",""
"stiff","334","/stɪf/","","","","","硬的，僵硬的","极其，非常","","","","","",""
"labour","56","/ˈleɪbə(r)/","劳动；努力","","","劳动；劳动力，工人","","","","","","","",""
"triple","995","/ˈtrɪpl/","（使）增至三倍","","","","三部分的；三倍的","","","","","","",""
"baffle","232","/ˈbæfl/","","使困惑，难倒","","挡板，隔板","","","","","","","",""
"bud","156","/bʌd/","发芽，萌芽","","","花蕾；叶芽","","","","","","","",""
"gear","2945","/gɪə(r)/","","调节，调整，使适应","","齿轮，传动装置，（排）挡；（从事某项活动所需的）用具、设备、衣服等","","","","","","","",""
"band","1563","/bænd/","","用带绑扎","","乐队；群，伙；带，箍；条纹；波段，频带","","","","","","","",""
"breed","3500","/briːd/","饲养，养殖，繁殖；养育，培育；酿成，招致","","","种，品种","","","","","","","",""
"halt","2959","/hɔːlt/","暂停；踌躇；停住","","","暂停","","","","","","","",""
"fake","489","/feɪk/","伪装","","","假货；骗子","假的","","","","","","",""
"trace","6837","/treɪs/","","追踪，追查；追溯；描摹，标出","","痕迹；微量","","","","","","","",""
"militant","2611","/ˈmɪlɪtənt/","","","","好斗的人，激进分子","好战的，好斗的；激进的","","","","","","",""
"manifest","76","/ˈmænɪfest/","","表明，显示","","货物清单","明显的","","","","","","",""
"optic","771","/ˈɔptɪk/","","","","光学仪器","眼的，视觉的；光学的","","","","","","",""
"charge","6380","/tʃɑːdʒ/","索取（金额），要价；控告，指控；委以；指示；（使）充电","","","价钱，费用；管理；照管；掌管；控告，指控；电荷，电量","","","","","","","",""
"dump","3322","/dʌmp/","","倾卸，倾倒","","垃圾场","","","","","","","",""
"component","135","/kəmˈpəunənt/","","","","成分；零部件","构成的，组成的","","","","","","",""
"strap","4201","/stræp/","","捆扎；（用绷带）包扎","","带子","","","","","","","",""
"fundamental","1396","/ˏfʌndəˈmentl/","","","","基本原理","基础的，基本的","","","","","","",""
"notable","311","/ˈnəutəbl/","","","","名人，要人","值得注意的；显著的，杰出的，显赫的","","","","","","",""
"scream","5185","/skriːm/","尖叫","","","尖叫声","","","","","","","",""
"interior","9018","/ɪnˈtɪərɪə(r)/","","","","内部；内地","内部的，里面的","","","","","","",""
"process","12874","/ˈprəuses/","","加工；处理；办理","","过程；步骤，程序","","","","","","","",""
"hum","96","/hʌm/","","","哼曲子；发嗡嗡声","嗡嗡声，嘈杂声","","","","","","","",""
"outline","4949","/ˈautlaɪn/","","概述；列提纲","","提纲；梗概；轮廓；草图","","","","","","","",""
"photocopy","227","/ˈfəutəukɔpɪ/","影印，复印","","","影印本，复印本","","","","","","","",""
"capture","2705","/ˈkæptʃə(r)/","","捕获，俘获；夺取或赢得","","捕获；战利品","","","","","","","",""
"resolve","2050","/rɪˈzɔlv/","解决，解答；决定，决意；分解，分析","","","决心，决意","","","","","","","",""
"sack","1169","/sæk/","","解雇；劫掠","","麻袋，粗布袋；解雇；劫掠","","","","","","","",""
"slide","8294","/slaɪd/","滑动，下滑；（使）悄悄地移动","","","滑动，下滑；滑坡，滑道，滑面；幻灯片；（土、泥等的）突然崩落","","","","","","","",""
"slump","1794","/slʌmp/","","","大幅度下降，暴跌；突然倒下，猛然落下","萧条期；低潮状态","","","","","","","",""
"surface","2819","/ˈsɜːfɪs/","浮出水面；浮现，显露；在……上加表面","","","表面；外表，外观","","","","","","","",""
"tickle","310","/ˈtɪkl/","（使）发痒；使高兴，逗乐","","","痒","","","","","","","",""
"plus","451","/plʌs/","","","","加号；正号","比所示数量多的","","加上；和，以及","","","","",""
"captive","1339","/ˈkæptɪv/","","","","被抓住的人或动物","被抓住的，被捕获的；受控制的；受垄断的","","","","","","",""
"respect","7089","/rɪˈspekt/","","尊敬","","尊敬；方面","","","","","","","",""
"current","4314","/ˈkʌrənt/","","","","（水、气等的）流动；电流；潮流","流通的；流动的；现行的，当前的","","","","","","",""
"household","19949","/ˈhaushəuld/","","","","家庭，户，全家人","家庭的，家用的，普通的；家喻户晓的","","","","","","",""
"fleet","262","/fliːt/","疾驰，飞逝，掠过","","","舰队，船队","快速的，敏捷的","","","","","","",""
"signal","7806","/ˈsɪgnəl/","（向……）发信号；标志着","","","信号；暗号；标志","","","","","","","",""
"proof","70","/pruːf/","","","","证据，证明；校样，样张","能防……的，耐……的","","","","","","",""
"log","3833","/lɔg/","","记录","","原木；航海或飞行日志","","","","","","","",""
"grant","20034","/græɑːnt/","同意，承认；给予，授予","","","授予物；补助金，助学金，津贴；授权","","","","","","","",""
"disregard","989","/ˏdɪsrɪˈgɑːd/","","不理会，漠视","","忽视，漠视","","","","","","","",""
"grasp","2753","/grɑːsp/","","抓紧；掌握，全面理解","","抓住；支配；理解","","","","","","","",""
"defendant","9767","/dɪˈfendənt/","","","","被告","处于被告地位的；为自己辩护的","","","","","","",""
"antique","70","/ænˈtiːk/","","","","古物，古董","古时的，古老的","","","","","","",""
"browse","80","/brauz/","吃嫩叶或草；浏览","","","嫩叶，嫩芽；吃草；浏览","","","","","","","",""
"dot","2260","/dɔt/","打点于；散布于，点缀","","","点，小圆点","","","","","","","",""
"favourite","137","/ˈfeɪvərɪt/","","","","特别喜欢的人或物；亲信","特别喜欢的，宠爱的","","","","","","",""
"fuse","1464","/fjuːz/","因保险丝烧断而断电；熔合；熔化","","","保险丝","","","","","","","",""
"damage","11068","/ˈdæmɪdʒ/","","损害","","损害；损害赔偿（金）","","","","","","","",""
"punch","5585","/pʌntʃ/","穿孔，打孔；重击，猛击","","","猛击；冲床；穿孔机；力量；效力","","","","","","","",""
"relative","10940","/ˈrelətɪv/","","","","亲属，亲戚","相对的；比较的；有关的，相关的","","","","","","",""
"random","1140","/ˈrændəm/","","","","随机，随意","任意的，随机的，随意的","","","","","","",""
"vacuum","817","/ˈvækjuəm/","用吸尘器清扫","","","真空；真空吸尘器","","","","","","","",""
"firm","328","/fɜːm/","","","","公司","坚实的，稳固的，坚定的","","","","","","",""
"cluster","2237","/ˈklʌstə(r)/","成群；群集","","","串，束，群","","","","","","","",""
"sprawl","1931","/sprɔːl/","伸开四肢坐、卧或倒下；杂乱无序地延伸","","","四肢伸开的姿势或动作；（城市的）无计划发展","","","","","","","",""
"ideal","6384","/aɪˈdɪəl/","","","","理想；理想的东西（或人）","理想的，完美的；理想主义的；空想的；唯心的","","","","","","",""
"gesture","3455","/ˈdʒestʃə(r)/","做手势","","","姿势，姿态；手势","","","","","","","",""
"balance","12483","/ˈbæləns/","","平衡","","平衡；余额","","","","","","","",""
"vomit","594","/ˈvɔmɪt/","呕吐，恶心；喷出","","","呕吐，呕吐物；催吐剂","","","","","","","",""
"ongoing","11829","/ˈɔngəuɪŋ/","","","","前进，发展","进行中的","","","","","","",""
"feed","3858","/fiːd/","喂养，为……提供食物；吃，以……为食","","","饲料","","","","","","","",""
"individual","45641","/ˏɪndɪˈvɪdʒuəl/","","","","个人，个体","个别的，单独的；独特的","","","","","","",""
"border","2335","/ˈbɔːdə(r)/","与……接壤；接近，毗邻","","","边缘；边界","","","","","","","",""
"mature","3413","/məˈtjuə(r)/","（使）成熟","","","","成熟的；深思熟虑的","","","","","","",""
"roast","1554","/rəust/","烤，炙","","","烤肉","烤过的","","","","","","",""
"ferry","1336","/ˈferɪ/","渡运","","","渡船；摆渡","","","","","","","",""
"iron","1456","/ˈaɪən/","（用熨斗）熨，烫平","","","铁；烙铁，熨斗","","","","","","","",""
"bully","2228","/ˈbulɪ/","","恐吓；胁迫，欺负","","恃强凌弱者","","","","","","","",""
"orbit","1860","/ˈɔːbɪt/","沿轨道运行；围绕……运动","","","轨道；影响范围，势力范围","","","","","","","",""
"combat","5171","/ˈkɔmbæt/","","战斗，与……搏斗；防止","","战斗，搏斗","","","","","","","",""
"tilt","1311","/tɪlt/","（使）倾斜，倾侧；（使）倾向于，偏向","","","倾斜，倾侧","","","","","","","",""
"offensive","1362","/əˈfensɪv/","","","","进攻，攻击；攻势","冒犯的；使人不快的；无礼的；攻击性的，进攻性的","","","","","","",""
"corrupt","1048","/kəˈrʌpt/","腐化，腐蚀；使堕落；破坏，损坏；（计算机文件等）出错","","","","堕落的，腐化的；腐败的，贪污的","","","","","","",""
"doom","2137","/duːm/","","注定……失败（或遭殃、死亡等），使……在劫难逃","","毁灭；厄运，劫数","","","","","","","",""
"outlaw","1532","/ˈautlɔː/","","宣布……为非法，使……成为非法","","亡命之徒，逃犯，被剥夺法律权益者","","","","","","","",""
"coral","4072","/ˈkɔrəl/","","","","珊瑚；珊瑚虫","珊瑚色的，红色的","","","","","","",""
"shin","1284","/ʃɪn/","（手脚并用沿某物）爬","","","胫，胫部，胫骨","","","","","","","",""
"irrational","2237","/ɪˈræʃənl/","","","","无理数","不合理的，不合逻辑的，荒谬的","","","","","","",""
"saline","799","/ˈseɪlaɪn/","","","","[医]盐水","含盐的，咸的","","","","","","",""
"angle","2803","/ˈæŋgl/","移向；使成角度移动；从（某角度）报道","","","角；角度；观点，立场","","","","","","","",""
"assault","2930","/əˈsɔːlt/","","攻击，袭击；使难受","","（武力或口头上的）攻击，袭击；侵犯人身罪；冲击；抨击","","","","","","","",""
"comic","3098","/ˈkɔmɪk/","","","","喜剧演员","可笑的，滑稽的；喜剧的","","","","","","",""
"spur","2853","/spɜː(r)/","","刺激，激励，鞭策；（用马刺）策马加速","","刺激（物）；激励；靴刺，马刺","","","","","","","",""
"delinquent","618","/dɪˈlɪŋkwənt/","","","","违法者，罪犯（尤指少年犯）","失职的；违法的；拖欠的","","","","","","",""
"anchor","4023","/ˈæŋkə(r)/","抛锚；使固定，系牢；使基于；主持（电视节目等）","","","锚；给人安全感的人（或物）；精神支柱；顶梁柱","","","","","","","",""
